SurveyID,Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,comments
474,,Male,Germany,,No,Yes,Yes,Sometimes,1345,No,Yes,No,Not sure,No,No,NA
475,,male,Germany,,Yes,Yes,Yes,Often,267,Yes,Yes,Don't know,No,Don't know,Don't know,you rock for doing this!
476,18,male,Finland,,No,No,No,,4171,Yes,No,Don't know,No,No,Don't know,NA
477,30,female,United States,NY,No,No,No,,3722,No,Yes,Don't know,Not sure,No,No,NA
478,23,Male,United States,VA,No,No,No,Never,4416,No,No,Don't know,Not sure,Don't know,Don't know,NA
479,43,M,United States,CA,No,No,Yes,Sometimes,787,No,Yes,Yes,Yes,Yes,Yes,NA
480,18,Female,United Kingdom,,No,Yes,Yes,Sometimes,1730,Yes,Yes,Don't know,Not sure,Don't know,Don't know,I don't have a job :D
481,29,male,United States,IL,No,No,Yes,Rarely,4204,No,Yes,Yes,Yes,No,No,NA
482,48,M,United States,TX,No,No,No,Never,3523,No,Yes,Don't know,No,No,Don't know,NA
483,,male,Germany,,No,No,Yes,Sometimes,3323,No,No,No,Yes,Don't know,No,NA
484,28,Female,United States,NY,No,Yes,Yes,Sometimes,3098,No,Yes,Don't know,Not sure,No,No,NA
485,30,Male,United States,CA,Yes,Yes,Yes,Often,66000,Yes,Yes,No,Yes,No,No,NA
486,26,Male,Israel,MD,No,No,No,Sometimes,4094,No,Yes,No,No,No,No,Israel has public health insurance for everyone. Everyone has free mental health coverage and it's quite good. So that explains some of my answers.
487,33,Male,Italy,,No,No,No,Never,2745,No,No,No,No,No,No,NA
488,31,Male,United States,CA,No,No,No,,4311,No,Yes,Yes,Not sure,Don't know,Don't know,NA
489,30,M,United States,PA,No,No,No,Rarely,2547,No,No,Don't know,Not sure,No,No,NA
490,27,Male,Israel,,No,No,No,,3485,No,Yes,No,No,No,No,NA
491,24,Female,United States,CA,Yes,Yes,Yes,Sometimes,3315,Yes,Yes,No,No,Don't know,Don't know,NA
492,25,male,United States,WA,No,No,No,,4874,No,Yes,Don't know,Not sure,Don't know,Don't know,NA
493,23,Female,United States,NY,No,Yes,Yes,Often,964,No,Yes,Yes,Not sure,Don't know,No,NA
494,36,m,United States,TX,No,No,Yes,Sometimes,1103,No,No,Yes,Not sure,No,No,Stigma is the worst. People first language is a small step but we can't get that right.
495,25,female,United States,CA,Yes,Yes,Yes,Often,3370,Yes,Yes,Don't know,Not sure,No,No,NA
496,54,Male,United Kingdom,,No,No,Yes,Sometimes,2391,Yes,No,No,Yes,Yes,Yes,NA
497,34,Male,Netherlands,,No,No,No,Rarely,3732,No,Yes,Don't know,Not sure,Don't know,Don't know,-
498,38,female,United States,AZ,No,No,Yes,,4376,No,Yes,Yes,Yes,No,No,NA
499,40,Male,Ireland,,Yes,Yes,No,,385,No,Yes,No,No,No,No,NA
500,32,male,United Kingdom,,No,No,No,,1303,No,Yes,No,Not sure,No,Don't know,NA
501,25,Male,Germany,,No,No,No,Never,2675,No,No,Don't know,Not sure,Don't know,Yes,NA
502,35,Female,United States,OH,No,No,Yes,Sometimes,4745,No,Yes,No,Yes,No,No,NA
503,46,male,United States,CA,No,No,Yes,Sometimes,825,No,Yes,Yes,Yes,Yes,Yes,NA
504,42,male,United States,KS,No,No,No,Never,3040,No,No,Yes,No,Yes,No,NA
505,32,male,United Kingdom,,No,Yes,Yes,Sometimes,2193,Yes,Yes,Yes,No,No,No,NA
506,47,M,United States,CA,No,Yes,Yes,Sometimes,1944,No,Yes,Yes,Yes,Yes,Yes,NA
507,22,Male,United States,CA,No,No,No,,4700,No,Yes,Yes,Not sure,Yes,Don't know,NA
508,33,Female,United States,NY,No,No,Yes,Sometimes,2732,Yes,Yes,Yes,Yes,Yes,Yes,NA
509,25,f,United States,WA,No,No,No,Sometimes,1512,No,Yes,No,No,No,No,NA
510,29,M,United States,CA,No,No,No,,2965,No,Yes,Don't know,Not sure,No,Don't know,NA
511,39,Male,United States,WA,No,No,No,Never,1927,No,Yes,Yes,Yes,Yes,Yes,I work for an extremely supportive company and we are amazingly open about mental health issues. Employees often share their struggles with the whole team and receive a high level of support in return.
512,38,male,United States,VA,No,Yes,Yes,Sometimes,222,No,Yes,Yes,Not sure,Yes,Yes,NA
513,43,Male,United States,NC,No,No,No,,120,Yes,Yes,Don't know,No,No,Don't know,NA
514,46,Male,United States,OH,No,No,Yes,Rarely,2878,Yes,Yes,Yes,Not sure,Yes,Yes,NA
515,38,Female,United States,PA,No,Yes,Yes,Sometimes,398,No,No,Yes,Yes,Yes,Yes,NA
516,33,Male,Germany,,No,No,Yes,Sometimes,622,No,Yes,Yes,Yes,No,No,NA
517,34,Male,United Kingdom,,No,Yes,Yes,Often,3705,No,Yes,No,Yes,No,No,NA
518,62,M,United States,CA,No,No,No,Never,2718,No,Yes,Yes,Yes,Don't know,Yes,NA
519,23,F,United States,TX,No,No,No,,1836,No,No,Don't know,Not sure,Don't know,Don't know,NA
520,35,Male,United States,AZ,No,No,No,,3880,No,No,No,No,No,No,NA
521,25,Male,Bosnia and Herzegovina,,No,Yes,No,Rarely,219,Yes,Yes,Don't know,Not sure,Don't know,Don't know,NA
522,36,M,United States,IL,Yes,Yes,Yes,Sometimes,501,Yes,Yes,Don't know,Yes,Don't know,No,NA
523,24,male,Austria,,Yes,No,No,Sometimes,2172,No,Yes,Yes,Yes,Don't know,Don't know,NA
524,51,Male,New Zealand,,No,No,Yes,Sometimes,3727,Yes,Yes,No,Yes,Yes,No,NA
525,29,M,United States,NC,No,No,Yes,Sometimes,652,No,Yes,Yes,Yes,No,Yes,NA
526,31,Female,Canada,,Yes,Yes,Yes,Sometimes,1405,Yes,Yes,Don't know,Not sure,Don't know,Don't know,NA
527,27,Male,United Kingdom,,No,No,No,,3440,No,Yes,No,No,No,No,NA
528,31,Male,Australia,,No,No,Yes,Rarely,2923,No,Yes,Yes,Yes,Yes,Yes,NA
529,27,female,Hungary,,Yes,Yes,No,Sometimes,2162,Yes,Yes,No,No,No,No,NA
530,23,Male,Sweden,,No,No,No,Rarely,1352,No,Yes,Don't know,No,No,Don't know,NA
531,21,Male,Canada,,No,No,No,Never,3189,No,Yes,Don't know,Not sure,Don't know,No,NA
532,27,Female,Australia,,No,Yes,Yes,Sometimes,351,No,Yes,No,Yes,No,No,NA
533,39,M,United States,WI,No,Yes,Yes,Often,1970,Yes,Yes,Yes,Yes,Yes,Yes,NA
534,26,M,United States,CA,No,Yes,Yes,Never,3864,No,Yes,Don't know,No,No,Don't know,NA
535,27,Male,United Kingdom,,No,No,No,Never,3561,No,Yes,Don't know,No,No,No,NA
536,22,Female,United States,CA,No,Yes,Yes,Sometimes,2236,No,Yes,Yes,Yes,No,Don't know,NA
537,26,F,United States,MN,No,Yes,Yes,Often,2766,No,No,Don't know,No,No,No,NA
538,31,Female,United States,PA,No,Yes,Yes,Rarely,836,No,Yes,Yes,Yes,No,No,NA
539,,male,United Kingdom,,No,No,No,Never,4507,No,Yes,Don't know,No,No,No,NA
540,28,female,United States,CA,No,Yes,Yes,Often,1376,Yes,Yes,Yes,No,No,Don't know,NA
541,28,Androgyne,United Kingdom,,No,Yes,Yes,Rarely,4043,No,Yes,No,Not sure,No,No,I bring up my depression in interviews solely because I have a large gap on my CV due to mental health issues which could be mistaken for a gap taken to say have children which I feel would harm my chances much more. I have other MH issues I would never bring up with employers or peers.
542,23,female,United Kingdom,,No,No,No,,3968,No,Yes,Don't know,Not sure,No,No,NA
543,30,Male,United Kingdom,,No,No,No,Never,3202,Yes,Yes,Don't know,Not sure,Don't know,Don't know,NA
544,36,Male,United States,CA,No,Yes,Yes,Sometimes,2056,No,Yes,Yes,No,No,Yes,NA
545,21,M,United States,CA,No,Yes,No,,1629,No,Yes,Yes,Yes,Yes,Yes,NA
546,30,male,Germany,,No,No,No,Often,4263,No,Yes,No,No,Don't know,No,NA
547,25,Woman,United States,CA,No,Yes,No,,3080,No,No,Don't know,Not sure,No,No,I'm not aware of anyone with mental health issues at work it's definitely not something that's discussed publicly. There's also a lot of other personal info I don't know about my coworkers so it may just be that we tend not to talk about personal issues.
548,32,Male,New Zealand,,No,No,Yes,Sometimes,3341,No,Yes,No,No,No,No,I suffer from mild depression and anxiety.
549,29,female,Canada,,No,No,Yes,Sometimes,1812,No,Yes,No,No,No,No,The family history question needs a don't know option.
550,21,Agender,United Kingdom,,No,No,Yes,Sometimes,1981,No,Yes,No,Yes,Yes,No,NA
551,27,Female,New Zealand,,No,Yes,Yes,Rarely,2276,Yes,Yes,No,No,No,No,NA
552,32,Female,Canada,,No,No,Yes,Often,2175,No,No,Don't know,Not sure,Don't know,Don't know,NA
553,34,M,Australia,,No,No,No,Sometimes,1684,No,Yes,Yes,Yes,Yes,Yes,NA
554,33,M,United States,NY,No,No,No,,1125,No,Yes,Don't know,No,Don't know,Don't know,I'm afraid I haven't seen mental health issues arise at work yet. They are very accommodating with maternity leave but I don't know how that translates to anything else.
555,22,Male,Netherlands,,No,Yes,Yes,Sometimes,1144,Yes,Yes,No,Not sure,No,Don't know,NA
556,24,M,United States,CA,No,No,No,,729,No,Yes,Don't know,Not sure,Don't know,Don't know,NA
557,65,Male,United States,FL,Yes,No,No,,1909,Yes,No,No,No,No,No,NA
558,27,Male,United States,OR,No,Yes,Yes,Sometimes,4045,Yes,Yes,Don't know,No,No,Don't know,NA
559,33,Male,Australia,,No,No,No,Never,344,No,Yes,Don't know,Not sure,Don't know,Don't know,NA
560,33,Male,United States,CO,No,No,Yes,Rarely,1100,No,Yes,Don't know,Not sure,No,Don't know,NA
561,40,Male,Canada,,No,No,No,Never,1528,No,Yes,No,No,No,No,NA
562,28,male,United States,GA,No,No,Yes,Sometimes,2312,No,Yes,Yes,Yes,No,No,NA
563,39,Male,United States,OR,No,No,Yes,Sometimes,2621,No,Yes,Yes,Not sure,Yes,Don't know,NA
564,32,Male,United States,CA,No,No,Yes,Sometimes,3800,No,Yes,Yes,No,No,Yes,NA
565,31,male,United States,CA,No,Yes,No,Sometimes,3659,No,Yes,Yes,Not sure,Don't know,Don't know,Mental health issue I have dealt with: acute depression
566,38,Make,United States,PA,No,Yes,Yes,Sometimes,761,No,Yes,Don't know,No,No,No,NA
567,23,Male,United States,CA,No,Yes,Yes,Rarely,2763,No,Yes,No,Yes,No,No,NA
568,42,Make,United States,CA,No,No,Yes,Often,4493,No,Yes,Yes,Yes,Yes,Yes,NA
569,27,Female,United States,NY,No,No,No,Sometimes,768,No,Yes,Don't know,Not sure,Don't know,Yes,NA
570,26,Female,United States,MA,No,Yes,Yes,Sometimes,4402,No,Yes,Yes,Yes,No,No,NA
571,37,Male,United States,PA,No,Yes,No,Never,4335,No,Yes,Don't know,No,No,Don't know,NA
572,23,Male,United States,RI,No,No,No,,3172,No,Yes,Don't know,No,Don't know,No,NA
573,33,M,United States,MI,No,Yes,No,Sometimes,574,Yes,Yes,Don't know,Not sure,No,No,NA
574,29,male,Canada,,Yes,No,No,Never,1921,Yes,Yes,Yes,Yes,No,No,NA
575,25,Male,United States,IL,No,Yes,Yes,Sometimes,4273,Yes,No,Yes,No,No,No,Thanks for doing this. It will help end the stigma!
576,41,male,United States,CA,No,Yes,Yes,Often,4250,No,Yes,Yes,No,No,No,NA
577,50,Male,United States,OR,No,Yes,No,,4145,Yes,Yes,Don't know,No,No,Don't know,NA
578,29,Male,Canada,,No,No,Yes,Never,1509,No,No,Yes,Not sure,Yes,Yes,For clarity I work at a casino.
579,35,Male,United States,IN,No,No,No,Never,3151,No,Yes,No,Yes,No,No,NA
580,27,Male,Singapore,,No,No,No,Sometimes,2367,Yes,Yes,No,No,No,No,Most employers / coworkers and even immediate family is not all the time supportive to discuss depression and other problems. ie. My wife thinks she should be able to make sure that I am not depressed  which is funny because sometimes depression state has nothing to do with her. 
581,40,Female,United States,MA,No,No,No,Never,374,No,No,Don't know,Not sure,No,No,NA
582,27,Male,Australia,,No,No,Yes,Often,4046,Yes,Yes,No,No,No,No,NA
583,29,f,United States,MI,No,No,No,Never,3980,No,Yes,Yes,Yes,Yes,No,NA
584,31,Male,United States,OH,No,Yes,Yes,Sometimes,1559,No,Yes,No,No,No,No,NA
585,43,Male,United States,OH,No,No,Yes,Sometimes,2240,No,Yes,No,Yes,No,No,NA
586,34,Male,United States,NH,No,Yes,Yes,Sometimes,4206,Yes,Yes,Yes,Yes,No,No,NA
587,29,Male,United States,OH,No,Yes,Yes,Sometimes,1105,No,Yes,Don't know,No,No,No,It has come to interfere with work as life progresses.Between burn out and enduring more of the work and balancing a family. Changes in my mental health have a larger pond to make ripples in.
588,19,Male,Canada,,No,Yes,Yes,Sometimes,800,No,Yes,No,No,No,No,NA
589,41,m,United States,TN,No,Yes,Yes,Sometimes,1403,No,Yes,Yes,Not sure,Yes,Yes,NA
590,30,Male,United States,OR,No,Yes,No,Never,4922,No,Yes,Yes,Yes,Yes,Yes,NA
591,23,Male,United States,PA,No,No,No,Rarely,1713,No,Yes,Yes,Not sure,Don't know,Don't know,NA
592,31,M,United States,NY,No,No,No,,3414,Yes,Yes,Don't know,No,No,Don't know,NA
593,43,Male,United States,WA,No,No,No,,2012,Yes,Yes,Don't know,Not sure,Don't know,Don't know,NA
594,31,Male,United States,NY,No,Yes,Yes,Rarely,3821,No,Yes,No,No,No,Don't know,NA
595,29,Male,United States,CA,No,Yes,No,Often,1478,No,Yes,Yes,Yes,Yes,Yes,NA
596,35,Male,United States,TN,Yes,Yes,No,,1439,Yes,Yes,No,No,Yes,Yes,The supposed divide between mental and physical health needs to done away with and probably will be as our knowledge of the brain increases. That said we are often employed for our ability to provide value. If any issue prevents is from providing value that creates a very real challenge for the employer who is responsible to shareholders and other team members who are providing value. There are no easy answers here.
597,33,Male,United States,WI,No,Yes,Yes,Sometimes,3507,No,No,Yes,Not sure,No,No,NA
598,30,cis-female/femme,United States,WI,Yes,Yes,Yes,Often,4840,Yes,No,No,Yes,No,Yes,Because I'm self-employed and the only person in my organization I would have liked a not applicable option. I don't want my answers to be misleading.
599,27,male,United States,PA,No,No,No,,1153,No,Yes,Yes,Not sure,Don't know,Don't know,NA
600,40,Male,United States,MI,No,No,No,Sometimes,2409,No,Yes,No,Yes,No,No,NA
601,50,Male,United States,WY,No,No,No,Sometimes,1527,Yes,Yes,Don't know,No,No,Don't know,I work for a very small firm that doesn't really have a dedicated H/R person. Also for the question:If you have a mental health condition do you feel that it interferes with your work?...I don't have a diagnosed mental health condition but I suspect I might have some slight depression issues. Definitely have Imposter Syndrome.
602,24,male,United States,KY,No,No,No,Never,4905,No,No,Don't know,Not sure,No,No,NA
603,27,Male,United States,NY,No,No,No,,4157,No,Yes,Don't know,No,No,No,NA
604,27,Male,Australia,,No,No,No,Never,1737,Yes,Yes,No,No,No,No,NA
605,32,Male,United States,TX,No,No,Yes,Sometimes,3869,No,Yes,No,Yes,No,No,I went through a divorce and was pretty depressed I went to therapy and my boss (one of the owners) was extremely supportive. I'm not sure I would have got through that rough time with out my co-workers and boss.
606,42,Male,United States,WI,Yes,No,No,Rarely,4375,Yes,No,No,Yes,No,No,NA
607,37,Male,United States,WA,No,No,No,Often,3897,No,No,Don't know,No,No,No,NA
608,30,Male,Singapore,,No,No,No,Sometimes,3309,No,Yes,Don't know,Not sure,No,No,NA
609,29,Male,United States,WA,No,No,No,Rarely,4419,No,Yes,Yes,No,No,No,NA
610,30,Male,United States,GA,Yes,No,Yes,Often,2128,Yes,Yes,No,Not sure,No,Yes,NA
611,35,Male,United States,MI,No,No,No,Never,3373,No,Yes,Yes,No,Yes,Don't know,NA
612,35,Male,United States,MD,No,Yes,Yes,Rarely,1711,Yes,No,Yes,Yes,No,No,I'm diagnosed with Bipolar Disorder. My benefits for mental health exist but are terrible. The deductible is $800. I see a therapist once or twice a month at the cost of $150. The insurance company only values it at $40. My psychiatrist is $180 for 15 minutes. The insurance company values it at $80. It is IMPOSSIBLE to hit my deductible. I don't even bother making the claims.
613,38,male,Netherlands,,No,Yes,No,Often,4937,Yes,Yes,No,Not sure,No,Don't know,NA
614,22,Male,United Kingdom,,No,Yes,Yes,Sometimes,280,No,Yes,Yes,Yes,No,No,NA
615,24,m,Germany,,No,Yes,No,Sometimes,2630,No,Yes,Don't know,No,No,No,We don't fucking talk about it ever.
616,22,M,Netherlands,,Yes,No,No,Never,274,No,Yes,Don't know,Not sure,No,No,NA
617,31,Female,United States,WA,No,No,Yes,Often,3800,Yes,Yes,Yes,Yes,No,No,NA
618,23,female,United States,CA,No,Yes,Yes,Sometimes,3709,No,Yes,Yes,Yes,Yes,Yes,NA
619,31,Female,United States,OR,No,Yes,Yes,Sometimes,4182,No,Yes,Don't know,No,No,No,NA
620,28,Female,United States,CA,No,Yes,Yes,Rarely,315,No,Yes,Yes,Yes,Yes,Yes,NA
621,37,Guy (-ish) ^_^,Canada,,No,Yes,Yes,Sometimes,3719,No,No,Yes,Yes,No,No,NA
622,34,male,United States,CA,Yes,Yes,Yes,Sometimes,1168,No,Yes,No,Yes,No,No,thanks for what you're doing. FYI these questions dont quite work for entrepreneurs where employer == cofounders / sr mgmt / me
623,32,male leaning androgynous,Canada,,No,No,No,Sometimes,1790,Yes,Yes,No,Yes,No,No,NA
624,33,Male,United States,MI,No,Yes,Yes,Sometimes,832,Yes,Yes,Yes,Not sure,No,Don't know,NA
625,24,Female,United Kingdom,,No,No,Yes,Sometimes,4647,No,Yes,No,No,No,No,NA
626,56,Male ,United States,MA,No,Yes,Yes,Rarely,4805,No,Yes,Yes,Yes,No,No,NA
627,31,Male,Germany,,No,No,No,Sometimes,3050,Yes,Yes,No,No,No,No,NA
628,34,female,United States,CA,No,No,Yes,Sometimes,1119,Yes,Yes,Yes,Yes,No,Don't know,NA
629,35,m,Germany,,No,No,Yes,Rarely,2743,No,No,Don't know,No,Yes,Don't know,NA
630,28,male,Germany,,No,No,No,Never,3620,No,Yes,No,No,No,No,NA
631,36,male,Poland,,Yes,Yes,Yes,Often,1767,No,Yes,No,No,No,No,NA
632,30,Male,United Kingdom,,No,No,Yes,Often,4175,No,Yes,No,No,No,No,NA
633,49,male,Japan,,Yes,Yes,Yes,Sometimes,4966,Yes,Yes,No,Yes,Yes,No,NA
634,36,Male,Germany,,No,No,No,,377,No,Yes,Yes,Yes,No,No,NA
635,35,male,Germany,,No,No,No,,2858,No,Yes,No,No,No,No,NA
636,29,Female,Australia,,No,Yes,Yes,Sometimes,3080,No,No,Yes,Yes,Yes,Yes,NA
637,57,Male,United States,CA,No,No,No,Never,3895,No,Yes,Yes,Yes,No,Yes,NA
638,31,female,Belgium,,No,Yes,Yes,Rarely,2981,No,No,Yes,No,No,No,NA
639,37,Male,Ireland,,Yes,No,No,Never,2687,No,Yes,No,No,No,No,NA
640,25,Male,Ireland,,No,Yes,Yes,Sometimes,376,No,Yes,No,No,No,No,NA
641,30,Male,Australia,,No,No,No,Sometimes,4268,No,Yes,No,No,No,No,NA
642,26,F,Australia,,No,Yes,No,Sometimes,2432,No,No,No,Yes,Yes,Yes,Majority of qs on survey not relevant if you are self employed
643,22,Female,Netherlands,,No,No,No,Often,2512,No,Yes,No,No,No,No,NA
644,39,M,United States,FL,No,No,No,Rarely,806,Yes,No,Don't know,No,Yes,Yes,I mostly suffer from social anxiety which keeps me from attending conferences. In my small dev group a big problem is a supervisor who's a workaholic and will never say no when asked to do something so he's doing the job of at least two ppl (poorly) and working crazy hours setting the tone for the test of us that work/life balance isn't important.
645,29,Male,United Kingdom,,No,Yes,Yes,Never,3323,No,Yes,Don't know,Not sure,Don't know,Don't know,NA
646,54,male,United Kingdom,,Yes,Yes,Yes,Sometimes,932,Yes,Yes,Don't know,Not sure,No,No,NA
647,34,Female,Australia,,No,Yes,No,Never,4122,No,No,Don't know,No,Yes,Yes,I don't have any mental health issues but for a number of years I had to care for a family member who did and I felt that I was not able to discuss or get support from friends or colleagues in the same way that I might have if they had suffered from a physical condition.
648,32,M,United States,WA,No,No,Yes,Never,4496,No,No,Yes,Not sure,Yes,Yes,NA
649,25,Male,Nigeria,,No,No,No,,1487,No,Yes,No,No,No,No,NA
650,29,male,Poland,,No,No,No,Rarely,176,No,Yes,No,No,No,No,NA
651,32,male,Germany,,Yes,No,No,Never,3190,Yes,Yes,No,No,No,No,NA
652,30,M,United Kingdom,,No,Yes,Yes,Sometimes,928,No,Yes,Yes,Yes,No,Don't know,NA
653,31,male,Germany,,No,No,No,,918,No,Yes,Don't know,No,No,Don't know,NA
654,20,F,Switzerland,,No,No,No,Rarely,4137,No,Yes,Yes,Yes,Yes,Yes,NA
655,27,Male,United Kingdom,,No,No,No,Never,3471,No,Yes,Don't know,No,No,Don't know,NA
656,32,Male,United States,CA,No,No,No,Never,1066,No,Yes,Don't know,Not sure,Don't know,Don't know,NA
657,26,Male,Ireland,,Yes,No,No,Never,1739,Yes,Yes,No,No,No,No,NA
658,30,Male,Italy,,No,No,No,Sometimes,751,No,No,Don't know,No,No,No,NA
659,30,Male,Ireland,,No,No,Yes,Sometimes,950,Yes,Yes,No,No,Don't know,No,NA
660,22,male,India,,Yes,No,No,,4619,Yes,Yes,Don't know,No,Don't know,Don't know,NA
661,24,male,Ireland,,No,No,No,,2136,No,Yes,Don't know,Not sure,Don't know,Don't know,NA
662,26,m,Netherlands,,No,No,No,Never,4094,No,Yes,No,No,No,No,NA
663,43,male,France,,No,No,No,,1410,No,Yes,Don't know,No,No,No,NA
664,26,Male,Russia,,No,No,No,Never,3036,No,Yes,No,Not sure,No,Don't know,NA
665,23,Male,United States,NC,No,Yes,No,Sometimes,1826,No,Yes,Don't know,Not sure,No,Don't know,NA
666,26,Man,Canada,,No,No,No,,2870,Yes,Yes,Yes,Not sure,Don't know,Yes,NA
667,26,female,Israel,,No,Yes,No,Never,3582,No,Yes,Don't know,No,Don't know,Don't know,NA
668,35,Male,Canada,,No,Yes,No,Sometimes,1753,No,Yes,Don't know,No,No,No,NA
669,28,Male,United States,IL,No,No,Yes,Sometimes,4056,Yes,No,Don't know,Not sure,No,Don't know,NA
670,22,Male,India,,No,No,No,,2984,No,Yes,No,No,No,No,NA
671,29,Female,United States,OH,No,Yes,Yes,Rarely,4080,No,Yes,Don't know,No,No,No,NA
672,29,Male,Germany,,Yes,No,No,,2026,No,Yes,No,Yes,No,No,NA
673,45,Male,United States,VA,No,No,Yes,Often,601,Yes,Yes,Yes,Not sure,No,Yes,NA
674,33,male,Bulgaria,,No,No,Yes,Rarely,4326,Yes,Yes,No,No,No,No,NA
675,38,Male,United States,MN,No,No,Yes,Sometimes,567,No,No,Yes,Yes,Yes,Yes,NA
676,19,Trans woman,United States,MO,No,Yes,Yes,Often,4963,No,No,Don't know,Not sure,No,No,NA
677,29,female,Canada,,No,No,Yes,Rarely,197,Yes,No,Yes,Yes,Yes,Don't know,NA
678,21,Female,United Kingdom,,No,No,No,,3015,No,Yes,No,No,No,No,NA
679,23,Female,India,,No,Yes,Yes,Sometimes,2877,No,Yes,Don't know,Not sure,No,Don't know,NA
680,33,female,United States,NC,No,Yes,Yes,Rarely,2245,No,Yes,Yes,Yes,Yes,Yes,NA
681,27,Male,United States,NY,No,Yes,Yes,Sometimes,2549,No,Yes,Yes,Not sure,Yes,Yes,NA
682,28,Male,United States,NM,No,No,No,,4573,Yes,Yes,Don't know,No,No,No,NA
683,27,f,United Kingdom,,No,No,Yes,Sometimes,1463,Yes,Yes,Don't know,Not sure,Yes,Don't know,NA
684,23,male,Canada,,No,No,Yes,Sometimes,2811,No,Yes,Yes,No,No,No,NA
685,29,M,Netherlands,,No,No,No,Never,4533,Yes,Yes,No,No,No,No,NA
686,30,m,Germany,,No,No,No,,1472,No,Yes,Don't know,No,No,Don't know,NA
687,28,Female,Canada,,No,No,No,,1809,No,Yes,Yes,Not sure,Don't know,Don't know,I am a contractor so my lack of knowledge of workplace wellness stems directly from my lack of access to that material since I am not covered by it. I am aware that mental health services are available and am aware of a colleague who has taken a leave of absence to deal with mental health issues but am otherwise uninformed.
688,32,Male,United Kingdom,,No,No,No,,1893,No,Yes,No,No,No,No,NA
689,32,Male,United Kingdom,,No,No,Yes,Sometimes,4762,No,No,Yes,Yes,No,No,NA
690,37,Male,France,,No,No,No,,3613,No,Yes,No,No,No,No,NA
691,39,F,United States,TX,No,No,No,,1942,Yes,No,No,Yes,No,No,NA
692,31,male,France,,No,No,No,,2267,No,Yes,Don't know,No,No,Don't know,NA
693,29,Male,United States,SC,No,No,No,,1520,No,Yes,No,No,No,Don't know,NA
694,30,M,United States,FL,No,No,No,,2821,No,No,Yes,No,No,Don't know,NA
695,33,M,United States,WA,Yes,Yes,Yes,Rarely,2603,Yes,Yes,No,Yes,Yes,Yes,NA
696,37,male,United States,CA,No,Yes,Yes,Sometimes,1062,No,Yes,Yes,Yes,Don't know,Don't know,NA
697,23,Male,United States,OH,No,No,Yes,Often,4090,No,No,Yes,Yes,Yes,No,NA
698,43,M,United States,TN,No,Yes,Yes,Sometimes,2446,No,No,Yes,Not sure,No,Yes,NA
699,32,Male,United Kingdom,,No,No,Yes,Rarely,1947,No,Yes,Don't know,No,No,No,NA
700,26,Male,United States,NY,No,No,No,Never,2581,No,Yes,Don't know,Not sure,No,No,NA
701,32,Male,United States,NY,Yes,No,Yes,Sometimes,3380,Yes,Yes,Don't know,Not sure,Don't know,Don't know,NA
702,37,F,United States,MO,No,No,No,,2323,Yes,Yes,Don't know,Not sure,No,Don't know,NA
703,29,Male,United States,NY,No,No,Yes,Often,3190,No,Yes,Yes,Yes,No,No,NA
704,34,Male,United Kingdom,,No,No,No,,1083,No,Yes,No,No,No,No,NA
705,27,male,France,,No,No,No,,1694,No,Yes,Don't know,Not sure,Don't know,Don't know,NA
706,30,male,United States,TN,No,Yes,No,Never,621,No,Yes,Don't know,No,No,Don't know,NA
707,34,Male,United States,CO,No,No,No,Never,3957,No,Yes,Yes,Yes,No,Yes,NA
708,32,Male,United States,PA,Yes,Yes,Yes,Sometimes,2192,Yes,Yes,Yes,Yes,Don't know,Don't know,NA
709,26,male,United Kingdom,,No,No,Yes,Sometimes,3112,No,No,No,No,No,No,NA
710,25,Male,Germany,,No,No,No,,4166,No,Yes,Yes,Yes,Don't know,Yes,NA
711,37,male,United States,NY,Yes,No,No,,2346,Yes,Yes,Yes,Yes,Yes,No,NA
712,29,Male,Netherlands,,No,Yes,No,,1550,No,Yes,No,No,No,No,NA
713,27,Man,United States,MN,No,No,No,,1514,No,Yes,Yes,Not sure,No,Don't know,NA
714,33,Male,United Kingdom,,No,No,No,,1391,No,Yes,Don't know,No,No,No,NA
715,30,male,Canada,,No,Yes,Yes,Sometimes,4968,No,No,Don't know,No,No,No,NA
716,29,male,Canada,,No,No,No,,542,Yes,Yes,No,Yes,No,No,NA
717,25,Male,United States,MO,No,Yes,Yes,Never,3096,Yes,Yes,Don't know,No,Yes,Don't know,NA
718,33,Male,United States,WY,No,Yes,Yes,Sometimes,4553,No,No,No,Yes,No,No,NA
719,31,Male,South Africa,,No,No,No,Never,2573,Yes,Yes,No,No,No,No,Fully remote developer
720,21,male,Germany,,No,No,No,Rarely,3293,Yes,Yes,Don't know,No,No,No,NA
721,30,Male,Switzerland,,No,Yes,Yes,Sometimes,3625,No,Yes,Don't know,No,No,No,NA
722,29,Male,United States,MN,No,No,No,,3704,No,No,Don't know,Not sure,Don't know,Don't know,NA
723,43,Male,Croatia,,Yes,No,Yes,Sometimes,433,Yes,Yes,No,No,No,No,NA
724,37,m,United Kingdom,,No,No,Yes,Often,2950,No,Yes,No,No,No,No,NA
725,24,Male,France,,No,No,No,,586,No,Yes,No,No,Yes,No,NA
726,29,Male,United States,MD,No,No,No,,628,Yes,Yes,Don't know,Not sure,No,No,NA
